,Case Number,Charge Number,Description,Statute,Level,Date
1161,C2103108,1,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,05/22/2020
1162,99 06272-98064315,1,AGGRAVATED ROBBERY,39-13-402,Felony B,06/15/1999
1163,99 06272-98064315,2,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1164,99 06272-98064315,101,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1165,99 06273-99630302,1,AGGRAVATED ROBBERY,39-13-402,Felony B,06/18/1999
1166,99 06273-99630302,2,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/08/2019
1167,99 06273-99630302,101,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1168,99 06274-99630302,1,AGGRAVATED ROBBERY,39-13-402,Felony B,06/15/1999
1169,99 06274-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1170,99 06274-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1171,99 06275-99630302,1,AGGRAVATED ROBBERY,39-13-402,Felony B,06/18/1999
1172,99 06275-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1173,99 06275-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1174,99 06276-99630302,1,AGGRAVATED ASSAULT,39-13-102,Felony C,06/15/1999
1175,99 06276-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1176,99 06276-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1177,99 06277-99630302,1,AGGRAVATED ASSAULT,39-13-102,Felony C,06/18/1999
1178,99 06277-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1179,99 06277-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1180,99 06278-99630302,1,AGGRAVATED ROBBERY,39-13-402,Felony B,06/18/1999
1181,99 06278-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1182,99 06278-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1183,99 06279-99630302,1,AGGRAVATED ASSAULT,39-13-102,Felony C,06/15/1999
1184,99 06279-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1185,99 06279-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1186,99 06280-99630302,1,ESPECIALLY AGGRAVATED KIDNAPPING,39-13-305,Felony A,06/18/1999
1187,99 06280-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1188,99 06280-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1189,99 06281-99630302,1,AGGRAVATED ROBBERY,39-13-402,Felony B,06/18/1999
1190,99 06281-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1191,99 06281-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1192,99 06282-99630302,1,ESPECIALLY AGGRAVATED KIDNAPPING,39-13-305,Felony A,06/15/1999
1193,99 06282-99630302,101,PETITION FOR WRIT OF HABEAS CORPUS,29-21-106,Civil Ordinances,08/09/2019
1194,99 06282-99630302,102,MOTION TO CORRECT ILLEGAL SENTENCE,11-11-1111,Civil Ordinances,01/10/2022
1195,C2105830,1,THEFT OF PROPERTY $1000-$2500,39-14-103,Felony E,04/25/2021
1196,C2105830,2,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,04/25/2021
1197,C2105830,3,POSSESSION OF BURGLARY TOOLS,39-14-701,Misdemeanor A,04/25/2021
1198,C1908670,1,AGGRAVATED ASSAULT - RECKLESS,39-13-102,Felony D,08/18/2019
1199,C1908669,1,AGGRAVATED ASSAULT - RECKLESS,39-13-102,Felony D,08/16/2019
1200,C1809247,1,IDENTITY THEFT,39-14-150,Felony D,08/17/2017
1201,C1807758,1,SOL OF A MINOR - AGG STATUTORY RAPE,39-13-528,Felony E,02/03/2018
1202,C1807758,101,TERMINATION OF DIVERSION,NONE,Civil Ordinances,03/18/2020
1203,C1805209,1,AGGRAVATED RAPE,39-13-502,Felony A,06/21/2010
1204,C1805209,2,ESPECIALLY AGGRAVATED KIDNAPPING,39-13-305,Felony A,06/21/2010
1205,C1902200,1,AGGRAVATED RAPE,39-13-502,Felony A,08/25/2010
1206,C1902200,2,AGGRAVATED RAPE,39-13-502,Felony A,08/25/2010
1207,C1808547,1,AGGRAVATED RAPE,39-13-502,Felony A,09/04/2015
1208,C1808547,2,AGGRAVATED RAPE,39-13-502,Felony A,09/04/2015
1209,C1808547,3,ESPECIALLY AGGRAVATED KIDNAPPING,39-13-305,Felony A,09/04/2015
1210,C2104247,1,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,10/22/2019
1211,C1908770,1,THEFT OF PROPERTY $60000-$250000,39-14-103,Felony B,11/21/2016
1212,15 02112-15108086,1,FIRST DEGREE MURDER,39-13-202,Felony M,12/18/2014
1213,15 02112-15108086,2,AGGRAVATED BURGLARY,39-14-403,Felony C,12/18/2014
1214,15 02112-15108086,3,THEFT OF PROPERTY $1000-$10000,39-14-103,Felony D,12/18/2014
1215,15 02112-15108086,4,AGGRAVATED ROBBERY,39-13-402,Felony B,12/18/2014
1216,15 02112-15108086,5,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,12/18/2014
1217,15 02112-15108086,101,MOTION FOR NEW TRIAL,11-11-1111,Civil Ordinances,02/09/2018
1218,15 02112-15108086,102,APPEAL,11-11-1111,Civil Ordinances,06/22/2018
1219,15 02112-15108086,103,PETITION FOR POST CONV RELIEF,40-30-102,Civil Ordinances,06/24/2020
1220,C2003724,1,AGGRAVATED SEXUAL BATTERY,39-13-504,Felony B,11/28/2013
1221,C2100943,1,RAPE,39-13-503,Felony B,09/04/2020
1222,C2100943,2,AGGRAVATED KIDNAPPING,39-13-304,Felony B,09/04/2020
1223,C2100943,3,ESPECIALLY AGGRAVATED SEXUAL EXPLOITATION OF MINOR,39-17-1005,Felony B,09/04/2020
1224,C2005833,1,STATUTORY RAPE BY AUTHORITY FIGURE,39-13-532,Felony B,10/01/2019
1225,C2005833,2,INCEST,39-15-302,Felony C,10/01/2019
1226,15 02112-14142814,1,FIRST DEGREE MURDER,39-13-202,Felony M,12/18/2014
1227,15 02112-14142814,2,AGGRAVATED BURGLARY,39-14-403,Felony C,12/18/2014
1228,15 02112-14142814,3,THEFT OF PROPERTY $1000-$10000,39-14-103,Felony D,12/18/2014
1229,15 02112-14142814,4,AGGRAVATED ROBBERY,39-13-402,Felony B,12/18/2014
1230,15 02112-14142814,5,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,12/18/2014
1231,15 02112-14142814,101,MOTION FOR NEW TRIAL,111-11-1111,Civil Ordinances,01/25/2018
1232,15 02112-14142814,102,APPEAL,11-11-1111,Civil Ordinances,06/18/2018
1233,15 02112-14142814,103,PETITION FOR POST CONV RELIEF,40-30-102,Civil Ordinances,06/24/2020
1234,C2103151,1,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,06/02/2020
1235,C2103151,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/02/2020
1236,C2103151,3,RECKLESS ENDANGERMENT,39-13-103,Misdemeanor A,06/02/2020
1237,C2105168,1,AGGRAVATED ASSAULT,39-13-102,Felony C,07/06/2021
1238,C1810116,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,08/02/2017
1239,C1810116,2,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,08/02/2017
1240,C1810116,3,BURGLARY - BUILDING,39-14-402,Felony D,08/02/2017
1241,C1810116,4,BURGLARY - BUILDING,39-14-402,Felony D,08/02/2017
1242,C1810116,5,BURGLARY - BUILDING,39-14-402,Felony D,08/02/2017
1243,C1810116,6,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,08/02/2017
1244,C1903864,1,AGGRAVATED BURGLARY-ACT IN CONCERT,39-14-403,Felony B,02/21/2019
1245,C1903864,2,EVADING ARREST,39-16-603,Misdemeanor A,02/21/2019
1246,C1903864,101,TERMINATION OF DIVERSION,NONE,Civil Ordinances,07/17/2020
1247,C1903864,102,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,05/13/2021
1248,C1909863,1,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,01/14/2019
1249,C1909863,101,TERMINATION OF DIVERSION,NONE,Civil Ordinances,07/17/2020
1250,C1909863,102,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,05/13/2021
1251,C1909862,1,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,04/17/2019
1252,C1909862,102,TERMINATION OF DIVERSION,NONE,Civil Ordinances,07/15/2020
1253,C1909862,103,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,05/13/2021
1254,C2103386,1,UNLAWFUL CARRYING OR POSSESSION OF A WEAPON,39-17-1307,Felony B,05/03/2021
1255,C2103386,2,AGGRAVATED ASSAULT,39-13-102,Felony C,05/03/2021
1256,C2004259,1,SEXUAL BATTERY BY AUTHORITY FIGURE,39-13-527,Felony C,04/01/2019
1257,C2004259,2,OBSERVATION WITHOUT CONSENT,39-13-607,Misdemeanor A,04/01/2019
1258,C2004787,1,ASSAULT M,39-13-101,Misdemeanor A,06/24/2020
1259,C2004787,2,AGGRAVATED ASSAULT,39-13-102,Felony C,06/24/2020
1260,C2003146,1,AGGRAVATED ASSAULT,39-13-102,Felony C,01/16/2020
1261,C2003146,2,AGGRAVATED ASSAULT,39-13-102,Felony C,01/16/2020
1262,C2003146,3,UNLAWFUL POSS WEAPON-PUBLIC PLACE,39-17-1307,Misdemeanor A,01/16/2020
1263,C2003746,1,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,05/31/2020
1264,C2003746,2,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,05/31/2020
1265,C2005753,1,CRIMINAL ATTEMPT-CARJACKING,39-13-404,Felony C,06/24/2020
1266,C2005753,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/24/2020
1267,C2005888,1,ASSAULT M,39-13-101,Misdemeanor A,06/04/2020
1268,C2005888,2,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,06/04/2020
1269,C2002257,1,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,10/04/2019
1270,C2002257,2,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,10/04/2019
1271,C2002257,3,BURGLARY - BUILDING,39-14-402,Felony D,10/04/2019
1272,C2005522,1,POSS MARIJUANA W/I MAN/DEL/SELL,39-17-417,Felony E,02/16/2020
1273,C2005522,2,POSS MARIJUANA W/I MAN/DEL/SELL,39-17-417,Felony E,02/16/2020
1274,C2005521,1,AGGRAVATED KIDNAPPING,39-13-304,Felony B,09/26/2019
1275,C2005521,2,AGGRAVATED ASSAULT,39-13-102,Felony C,09/26/2019
1276,C1902655,1,IDENTITY THEFT,39-14-150,Felony D,08/29/2018
1277,C1902655,101,PETITION TO REVOKE SUSP SENTENCE,40-35-311,Civil-Petition,06/23/2021
1278,C1907576,1,AGGRAVATED CHILD ABUSE,39-15-402,Felony B,05/25/2019
1279,C1907576,2,AGGRAVATED CHILD ABUSE,39-15-402,Felony B,05/25/2019
1280,C1907576,3,CRIMINALLY NEGLIGENT HOMICIDE,39-13-212,Felony E,05/25/2019
1281,C1909564,1,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,10/12/2019
1282,C1909564,2,POSS OF CONT SUBSTANCE MARIJUANA,39-17-418,Misdemeanor A,10/12/2019
1283,C1909564,3,UNLAWFUL POSS WEAPON,39-17-1307,Misdemeanor C,10/12/2019
1284,C2001790,1,FIRST DEGREE MURDER,39-13-202,Felony M,09/19/2019
1285,C2001790,2,CRIMINAL ATTEMPT-AGGRAVATED ROBBERY,39-13-402,Felony C,09/19/2019
1286,C2001142,1,AGGRAVATED ROBBERY,39-13-402,Felony B,09/20/2019
1287,C2001132,1,AGGRAVATED ROBBERY,39-13-402,Felony B,09/20/2019
1288,C2001139,1,CRIMINAL ATTEMPT-AGGRAVATED KIDNAPPING,39-13-304,Felony C,09/20/2019
1289,C2001139,2,CRIMINAL ATTEMPT-AGGRAVATED ROBBERY,39-13-402,Felony C,09/20/2019
1290,C2005443,1,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,06/11/2020
1291,C2005443,2,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,06/11/2020
1292,C2005443,3,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,06/11/2020
1293,C2005443,4,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,06/11/2020
1294,C2005443,5,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/11/2020
1295,C2005443,6,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/11/2020
1296,C2005443,7,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/11/2020
1297,C2005443,8,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,06/11/2020
1298,C2005443,9,RECKLESS ENDANGERMENT W/DEADLY WEAP,39-13-103,Felony C,06/11/2020
1299,C2100993,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,07/06/2020
1300,C2100993,2,EVADING ARREST,39-16-603,Misdemeanor A,07/06/2020
1301,16 04484-16628715,1,AGGRAVATED ROBBERY,39-13-402,Felony B,07/26/2016
1302,C1804919,1,ROBBERY,39-13-401,Felony C,12/13/2017
1303,C1804919,2,AGGRAVATED ASSAULT,39-13-102,Felony C,12/13/2017
1304,C1809872,1,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,01/29/2018
1305,C1809872,2,ASSAULT-BODILY HARM,39-13-101,Misdemeanor A,01/29/2018
1306,C1809872,101,TERMINATION OF DIVERSION,NONE,Civil Ordinances,12/07/2020
1307,C2105354,1,CRIMINAL ATTEMPT-FIRST DEGREE MURDER,39-13-202,Felony A,07/15/2021
1308,C2105354,2,EMPLOY FIREARM W/I TO COMMIT FELONY,39-17-1324,Felony C,07/15/2021
1309,C2105354,3,RESISTING OFFICIAL DETENTION,39-16-602,Misdemeanor B,07/15/2021
1310,C2105354,4,RECKLESS DRIVING,55-10-205,Misdemeanor B,07/15/2021
1311,C2105830,1,THEFT OF PROPERTY $1000-$2500,39-14-103,Felony E,04/25/2021
1312,C2105830,2,BURGLARY - MOTOR VEHICLE,39-14-402,Felony E,04/25/2021
1313,C2105830,3,POSSESSION OF BURGLARY TOOLS,39-14-701,Misdemeanor A,04/25/2021
1314,C1901781,1,AGGRAVATED ASSAULT,39-13-102,Felony C,12/12/2018
1315,C1901781,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,05/27/2021
1316,C1901781,102,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,08/30/2021
1317,C1901781,103,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,02/26/2019
1318,C1901781,104,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,01/14/2022
1319,C1909219,1,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,07/16/2019
1320,C1909219,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,07/16/2019
1321,C1909268,1,CRIMINAL ATTEMPT-BURGLARY MOTOR VEHICLE,39-14-402,Misdemeanor A,07/06/2019
1322,C1909268,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,07/06/2019
1323,C1909680,1,AGGRAVATED ASSAULT-RECKLESS-ACT CON,39-13-102,Felony C,07/09/2019
1324,C1909680,2,AGGRAVATED ASSAULT,39-13-102,Felony C,07/09/2019
1325,C1909680,3,AGGRAVATED ASSAULT,39-13-102,Felony C,07/09/2019
1326,C1909680,4,AGGRAVATED ASSAULT,39-13-102,Felony C,07/09/2019
1327,C1909680,5,AGGRAVATED ASSAULT,39-13-102,Felony C,07/09/2019
1328,C1909680,6,AGGRAVATED ASSAULT,39-13-102,Felony C,07/09/2019
1329,C1909680,7,AGGRAVATED ASSAULT,39-13-102,Felony C,07/09/2019
1330,C1909680,8,THEFT OF PROPERTY $10000-$60000,39-14-103,Felony C,07/09/2019
1331,C1909680,9,INTENTIONALLY EVADE ARREST IN AUTO,39-16-603,Felony E,07/09/2019
1332,C1909680,10,RECKLESS DRIVING,55-10-205,Misdemeanor B,07/09/2019
1333,C1909680,11,UPCS-W/I METH,39-17-434,Felony B,07/09/2019
1334,C1909680,12,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,07/09/2019
1335,C1909680,13,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,07/09/2019
1336,C1909680,14,THEFT OF PROPERTY $1000 OR LESS,39-14-103,Misdemeanor A,07/09/2019
1337,C1909680,101,PETITION TO SUSPEND REM OF SENTENCE,40-21-103,Civil Ordinances,07/09/2019
1338,C2200140,1,AGGRAVATED CRIMINAL LITTERING,39-14-505,Misdemeanor A,05/07/2020
1339,C2200140,2,AGGRAVATED CRIMINAL TRESPASS HAB/HOS/SCH,39-14-406,Misdemeanor A,05/07/2020
1340,C2200140,3,ASSAULT-THREAT BODILY HARM,39-13-101,Misdemeanor A,05/07/2020
